Area_Type,Area_Name,Year,Time_Period,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
County,Orange County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,140,877,0,0,0,302443368,6633
County,Orange County,2021,Annual,Private,6,532411,Transportation Equipment Rental/Leasing,9,204,0,0,0,65907566,6216
County,Orange County,2021,Annual,Private,6,711211,Sports Teams and Clubs,26,1102,0,0,0,325558828,5682
County,Orange County,2021,Annual,Private,4,5231,Security & Commodity Investment Activity,457,2610,0,0,0,762776855,5621
County,Orange County,2021,Annual,Private,6,423620,Electric Appliance Merchant Wholesalers,97,747,0,0,0,209855743,5401
County,Orange County,2021,Annual,Private,5,52312,Securities Brokerage,268,1620,0,0,0,447729329,5315
County,Orange County,2021,Annual,Private,3,523,Financial Investment & Related Activity,1882,11961,0,0,0,3251979205,5229
County,Placer County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,12,35,0,0,0,13054214,7105
County,Placer County,2021,Annual,Private,6,523120,Securities Brokerage,57,319,0,0,0,71420299,4309
County,Placer County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,71,1297,0,0,0,264828257,3926
County,Placer County,2021,Annual,Private,6,541512,Computer Systems Design Services,146,823,0,0,0,167578375,3914
County,Placer County,2021,Annual,Private,4,5223,Activities Rel to Credit Intermediation,88,1359,0,0,0,271899891,3849
County,Placer County,2021,Annual,Private,5,52599,Other Financial Vehicles,7,9,0,0,0,1633941,3661
County,Placer County,2021,Annual,Private,6,522292,Real Estate Credit,65,423,0,0,0,78629659,3575
County,Placer County,2021,Annual,Private,3,523,Financial Investment & Related Activity,210,859,0,0,0,152828989,3421
County,Placer County,2021,Annual,Private,5,52229,Other Nondeposit Credit Intermediation,73,550,0,0,0,96166146,3362
County,Placer County,2021,Annual,Private,6,541513,Computer Facilities Management Services,4,13,0,0,0,2328401,3358
County,Plumas County,2021,Annual,Private,3,221,Utilities,6,142,0,0,0,20150437,2739
County,Plumas County,2021,Annual,Private,4,4234,Commercial Goods Merchant Wholesalers,3,16,0,0,0,1567012,1903
County,Plumas County,2021,Annual,Federal Government,3,924,Administration of Environmental Programs,4,282,0,0,0,22645650,1544
County,Plumas County,2021,Annual,Federal Government,2,1028,Public Administration,7,285,0,0,0,22759132,1537
County,Plumas County,2021,Annual,Private,3,115,Agriculture & Forestry Support Activity,5,15,0,0,0,1148567,1489
County,Plumas County,2021,Annual,Federal Government,1,102,Service-Providing,18,318,0,0,0,24460609,1479
County,Plumas County,2021,Annual,Private,4,5413,Architectural and Engineering Services,9,42,0,0,0,3026582,1372
County,Plumas County,2021,Annual,Private,4,2389,Other Specialty Trade Contractors,10,124,0,0,0,8622245,1343
County,Plumas County,2021,Annual,Private,3,423,"Merchant Wholesalers, Durable Goods",7,35,0,0,0,2383878,1329
County,Plumas County,2021,Annual,Local Government,4,9221,"Justice, Public Order, and Safety Activi",11,155,0,0,0,10441067,1294
County,Riverside County,2021,Annual,Private,4,5112,Software Publishers,37,203,0,0,0,59131451,5593
County,Riverside County,2021,Annual,Private,6,523110,Investment Banking & Securities Dealing,41,182,0,0,0,37384035,3950
County,Riverside County,2021,Annual,Private,6,541512,Computer Systems Design Services,199,848,0,0,0,164306409,3725
County,Riverside County,2021,Annual,Private,5,49313,Farm Product Warehousing and Storage,3,8,0,0,0,1410360,3288
County,Riverside County,2021,Annual,Private,6,236117,New Housing Operative Builders,10,536,0,0,0,90567306,3247
County,Riverside County,2021,Annual,Private,6,523120,Securities Brokerage,73,174,0,0,0,27461135,3035
County,Riverside County,2021,Annual,Federal Government,6,922130,Legal Counsel and Prosecution,2,19,0,0,0,2908380,3010
County,Riverside County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,117,496,0,0,0,74359190,2883
County,Riverside County,2021,Annual,Private,6,541191,Title Abstract and Settlement Offices,7,26,0,0,0,3715278,2739
County,Riverside County,2021,Annual,Private,6,522292,Real Estate Credit,93,829,0,0,0,118045154,2738
County,Sacramento County,2021,Annual,Private,4,2372,Land Subdivision,28,171,0,0,0,82515699,9284
County,Sacramento County,2021,Annual,Private,6,711211,Sports Teams and Clubs,11,383,0,0,0,141708579,7120
County,Sacramento County,2021,Annual,Private,4,7112,Spectator Sports,26,416,0,0,0,142739081,6606
County,Sacramento County,2021,Annual,Private,5,52391,Miscellaneous Intermediation,7,19,0,0,0,5636908,5833
County,Sacramento County,2021,Annual,Private,6,523120,Securities Brokerage,85,368,0,0,0,79255742,4146
County,Sacramento County,2021,Annual,Federal Government,4,9251,Community and Housing Program Admin,2,2,0,0,0,394195,3639
County,Sacramento County,2021,Annual,Federal Government,3,927,Space Research and Technology,1,3,0,0,0,556245,3566
County,Sacramento County,2021,Annual,Private,4,5231,Security & Commodity Investment Activity,119,802,0,0,0,148584687,3561
County,Sacramento County,2021,Annual,Private,4,2211,Power Generation and Supply,14,727,0,0,0,125144411,3308
County,Sacramento County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,26,400,0,0,0,66082615,3174
County,San Benito County,2021,Annual,Private,5,54111,Offices of Lawyers,10,19,0,0,0,4348258,4401
County,San Benito County,2021,Annual,Private,5,52312,Securities Brokerage,3,6,0,0,0,1129717,3834
County,San Benito County,2021,Annual,Private,4,5223,Activities Rel to Credit Intermediation,5,22,0,0,0,2873566,2560
County,San Benito County,2021,Annual,Private,5,53121,Offices of Real Estate Agents & Brokers,25,45,0,0,0,5266417,2259
County,San Benito County,2021,Annual,Federal Government,3,928,National Security & International Affair,1,6,0,0,0,675337,2165
County,San Benito County,2021,Annual,Private,5,52421,Insurance Agencies and Brokerages,17,52,0,0,0,5353663,1996
County,San Benito County,2021,Annual,Private,4,4236,Electric Goods Merchant Wholesalers,3,12,0,0,0,1207624,1963
County,San Benito County,2021,Annual,Private,3,524,Insurance Carriers & Related Activities,21,82,0,0,0,8091801,1907
County,San Benito County,2021,Annual,Private,5,23891,Site Preparation Contractors,11,114,0,0,0,10999928,1853
County,San Benito County,2021,Annual,Private,2,52,Finance and Insurance,47,201,0,0,0,18858668,1804
County,San Bernardino County,2021,Annual,Private,4,3312,Purchased Steel Product Manufacturing,9,379,0,0,0,87575961,4442
County,San Bernardino County,2021,Annual,Private,6,325520,Adhesive Manufacturing,6,85,0,0,0,17297838,3910
County,San Bernardino County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,23,29,0,0,0,4694677,3149
County,San Bernardino County,2021,Annual,Private,6,331110,Iron and steel mills and ferroalloy mfg.,13,940,0,0,0,148331628,3035
County,San Bernardino County,2021,Annual,Private,5,23721,Land Subdivision,23,100,0,0,0,14867645,2847
County,San Bernardino County,2021,Annual,Private,6,339992,Musical Instrument Manufacturing,4,10,0,0,0,1388129,2786
County,San Bernardino County,2021,Annual,Private,6,326291,Mechanical Rubber Product Manufacturing,5,77,0,0,0,10882106,2715
County,San Bernardino County,2021,Annual,Private,6,522292,Real Estate Credit,88,704,0,0,0,98326107,2684
County,San Bernardino County,2021,Annual,Private,6,237130,Power/Communication System Construction,35,1065,0,0,0,147987847,2672
County,San Bernardino County,2021,Annual,Private,4,2211,Power Generation and Supply,39,2222,0,0,0,307515350,2661
County,San Diego County,2021,Annual,Private,6,711211,Sports Teams and Clubs,32,1147,0,0,0,413000208,6922
County,San Diego County,2021,Annual,Private,6,525910,Open-End Investment Funds,7,14,0,0,0,4534051,6341
County,San Diego County,2021,Annual,Private,6,333316,Photographic and photocopying equipment mfg.,6,152,0,0,0,46206566,5840
County,San Diego County,2021,Annual,Private,6,334416,"Electronic Coils, Transformer & Inductor",5,453,0,0,0,136075073,5776
County,San Diego County,2021,Annual,Private,6,541513,Computer Facilities Management Services,45,2204,0,0,0,605913987,5286
County,San Diego County,2021,Annual,Private,5,71121,Spectator Sports,89,1595,0,0,0,434917698,5243
County,San Diego County,2021,Annual,Private,4,2372,Land Subdivision,90,620,0,0,0,151846900,4711
County,San Diego County,2021,Annual,Private,6,334413,Semiconductor and Related Devices,46,2334,0,0,0,543372794,4478
County,San Diego County,2021,Annual,Private,6,541715,"Research and Dvlpmt in PS, ES, and Life Sci (except Nanotech and Biotech)",466,19238,0,0,0,4431876238,4430
County,San Diego County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,121,1616,0,0,0,356042576,4236
County,San Francisco County,2021,Annual,Private,5,52232,Financial Transaction Process/Clearing,53,5964,0,0,0,8528966884,27500
County,San Francisco County,2021,Annual,Private,4,5223,Activities Rel to Credit Intermediation,123,7196,0,0,0,9168454743,24503
County,San Francisco County,2021,Annual,Private,6,517919,All Other Telecommunications,22,1613,0,0,0,1230698475,14677
County,San Francisco County,2021,Annual,Private,5,51791,Other Telecommunications,30,1741,0,0,0,1255505367,13872
County,San Francisco County,2021,Annual,Private,6,522390,Other Credit Intermediation Activities,25,812,0,0,0,563616208,13346
County,San Francisco County,2021,Annual,Private,6,519190,All Other Information Services,11,463,0,0,0,318618616,13248
County,San Francisco County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,111,1740,0,0,0,1172744697,12964
County,San Francisco County,2021,Annual,Private,6,523920,Portfolio Management,347,5090,0,0,0,3049467401,11522
County,San Francisco County,2021,Annual,Private,5,52591,Open-End Investment Funds,11,74,0,0,0,41370202,10751
County,San Francisco County,2021,Annual,Private,4,7211,Traveler Accommodation,298,9073,0,0,0,5026122957,10654
County,San Joaquin County,2021,Annual,Private,6,522292,Real Estate Credit,36,234,0,0,0,36241418,2976
County,San Joaquin County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,30,136,0,0,0,20993344,2961
County,San Joaquin County,2021,Annual,Federal Government,2,1023,Financial Activities,1,1,0,0,0,152988,2942
County,San Joaquin County,2021,Annual,Private,5,52312,Securities Brokerage,23,55,0,0,0,8401136,2937
County,San Joaquin County,2021,Annual,Private,5,51121,Software Publishers,5,11,0,0,0,1625241,2799
County,San Joaquin County,2021,Annual,Federal Government,5,92212,Police Protection,3,80,0,0,0,11186229,2686
County,San Joaquin County,2021,Annual,Private,6,621491,HMO Medical Centers,19,2258,0,0,0,309392273,2635
County,San Joaquin County,2021,Annual,Private,5,61143,Management Training,3,5,0,0,0,703863,2538
County,San Joaquin County,2021,Annual,Federal Government,5,92119,Other General Government Support,2,5,0,0,0,667849,2527
County,San Joaquin County,2021,Annual,Federal Government,5,92214,Correctional Institutions,1,63,0,0,0,8237703,2518
County,San Luis Obispo County,2021,Annual,Private,2,1029,Unclassified,1,0,0,0,0,77890,5992
County,San Luis Obispo County,2021,Annual,Private,6,522292,Real Estate Credit,22,139,0,0,0,26354272,3644
County,San Luis Obispo County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,13,47,0,0,0,8685737,3548
County,San Luis Obispo County,2021,Annual,Private,4,5223,Activities Rel to Credit Intermediation,17,53,0,0,0,9046095,3267
County,San Luis Obispo County,2021,Annual,Private,5,71151,Independent Artists/Writers/Performers,21,37,0,0,0,6152035,3183
County,San Luis Obispo County,2021,Annual,Private,6,541618,Other Management Consulting Services,8,30,0,0,0,4926533,3176
County,San Luis Obispo County,2021,Annual,Private,6,237130,Power/Communication System Construction,10,759,0,0,0,116573541,2954
County,San Luis Obispo County,2021,Annual,Private,4,5111,"Newspaper, Book, & Directory Publishers",16,243,0,0,0,37101982,2938
County,San Luis Obispo County,2021,Annual,Private,6,523120,Securities Brokerage,40,104,0,0,0,15278042,2827
County,San Luis Obispo County,2021,Annual,Private,4,5222,Nondepository Credit Intermediation,34,282,0,0,0,41212201,2815
County,San Mateo County,2021,Annual,Private,6,541910,Marketing Research & Public Opinion Poll,41,861,0,0,0,841724225,18804
County,San Mateo County,2021,Annual,Private,5,52229,Other Nondeposit Credit Intermediation,66,858,0,0,0,717197104,16067
County,San Mateo County,2021,Annual,Private,6,621511,Medical Laboratories,40,2434,0,0,0,1979856379,15640
County,San Mateo County,2021,Annual,Private,5,62151,Medical and Diagnostic Laboratories,52,3201,0,0,0,2118983300,12730
County,San Mateo County,2021,Annual,Private,6,523120,Securities Brokerage,55,552,0,0,0,316152188,11016
County,San Mateo County,2021,Annual,Private,6,523930,Investment Advice,194,1780,0,0,0,923411891,9977
County,San Mateo County,2021,Annual,Private,5,52391,Miscellaneous Intermediation,142,1601,0,0,0,826600920,9929
County,San Mateo County,2021,Annual,Private,4,5239,Other Financial Investment Activities,507,5566,0,0,0,2841103656,9816
County,San Mateo County,2021,Annual,Private,6,523920,Portfolio Management,148,2120,0,0,0,1079480067,9792
County,San Mateo County,2021,Annual,Private,3,523,Financial Investment & Related Activity,618,6456,0,0,0,3269811965,9740
County,Santa Barbara County,2021,Annual,Private,6,541613,Marketing Consulting Services,50,186,0,0,0,72885486,7556
County,Santa Barbara County,2021,Annual,Private,6,334413,Semiconductor and Related Devices,11,478,0,0,0,119719592,4812
County,Santa Barbara County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,16,125,0,0,0,30881289,4745
County,Santa Barbara County,2021,Annual,Private,4,3344,Semiconductor and Electronic Components,20,585,0,0,0,128025582,4210
County,Santa Barbara County,2021,Annual,Private,6,551114,Managing Offices,51,2718,0,0,0,587125215,4154
County,Santa Barbara County,2021,Annual,Private,3,551,Management of Companies and Enterprises,65,2830,0,0,0,601454277,4087
County,Santa Barbara County,2021,Annual,Private,6,522292,Real Estate Credit,17,86,0,0,0,18220217,4055
County,Santa Barbara County,2021,Annual,Private,6,541511,Custom Computer Programming Services,102,2186,0,0,0,450300183,3961
County,Santa Barbara County,2021,Annual,Private,5,52232,Financial Transaction Process/Clearing,9,115,0,0,0,23339061,3917
County,Santa Barbara County,2021,Annual,Private,4,5231,Security & Commodity Investment Activity,57,329,0,0,0,66421853,3885
County,Santa Clara County,2021,Annual,Private,5,51919,All Other Information Services,8,210,0,0,0,235264987,21502
County,Santa Clara County,2021,Annual,Private,5,49221,Local Messengers and Local Delivery,63,2889,0,0,0,2791858663,18583
County,Santa Clara County,2021,Annual,Private,5,42411,Printing Paper Merchant Wholesalers,5,42,0,0,0,21551322,9927
County,Santa Clara County,2021,Annual,Private,6,711211,Sports Teams and Clubs,13,542,0,0,0,266605491,9458
County,Santa Clara County,2021,Annual,Private,6,519130,Internet publishing and web search portals,315,53052,0,0,0,25680930467,9309
County,Santa Clara County,2021,Annual,Private,6,334111,Electronic Computer Manufacturing,47,53679,0,0,0,25074460989,8983
County,Santa Clara County,2021,Annual,Private,5,33411,Computers and Peripheral Equipment,84,55930,0,0,0,25816386770,8877
County,Santa Clara County,2021,Annual,Private,5,52391,Miscellaneous Intermediation,142,1254,0,0,0,578224533,8870
County,Santa Clara County,2021,Annual,Private,3,492,Couriers and Messengers,121,6699,0,0,0,2986310168,8573
County,Santa Clara County,2021,Annual,Private,6,551114,Managing Offices,177,14165,0,0,0,6219420630,8444
County,Santa Cruz County,2021,Annual,Private,6,522292,Real Estate Credit,11,66,0,0,0,20297317,5884
County,Santa Cruz County,2021,Annual,Private,4,5222,Nondepository Credit Intermediation,18,79,0,0,0,20967403,5083
County,Santa Cruz County,2021,Annual,Private,5,52312,Securities Brokerage,20,74,0,0,0,19034080,4958
County,Santa Cruz County,2021,Annual,Private,6,541511,Custom Computer Programming Services,85,602,0,0,0,145223679,4639
County,Santa Cruz County,2021,Annual,Private,6,524127,Direct Title Insurance Carriers,4,10,0,0,0,2161914,4158
County,Santa Cruz County,2021,Annual,Private,4,5415,Computer Systems Design and Rel Services,147,872,0,0,0,186197827,4109
County,Santa Cruz County,2021,Annual,Private,4,5231,Security & Commodity Investment Activity,24,109,0,0,0,22330919,3940
County,Santa Cruz County,2021,Annual,Private,2,55,Management of Companies and Enterprises,30,1339,0,0,0,226628809,3254
County,Santa Cruz County,2021,Annual,Private,5,52392,Portfolio Management,9,38,0,0,0,6430822,3233
County,Santa Cruz County,2021,Annual,Private,5,54191,Marketing Research & Public Opinion Poll,6,15,0,0,0,2380773,3139
County,Shasta County,2021,Annual,Federal Government,6,922130,Legal Counsel and Prosecution,1,1,0,0,0,193143,3714
County,Shasta County,2021,Annual,Private,6,522292,Real Estate Credit,15,116,0,0,0,18579829,3080
County,Shasta County,2021,Annual,Private,4,5222,Nondepository Credit Intermediation,21,133,0,0,0,19422541,2817
County,Shasta County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,6,55,0,0,0,7545901,2634
County,Shasta County,2021,Annual,Private,5,52393,Investment Advice,10,36,0,0,0,4657588,2460
County,Shasta County,2021,Annual,Private,2,55,Management of Companies and Enterprises,23,547,0,0,0,68870078,2422
County,Shasta County,2021,Annual,Federal Government,5,92611,Administration of General Economic Prog,3,28,0,0,0,3361577,2330
County,Shasta County,2021,Annual,Private,4,5223,Activities Rel to Credit Intermediation,13,69,0,0,0,8086099,2248
County,Shasta County,2021,Annual,Private,6,621999,Miscellaneous Ambulatory Health Care Svc,8,87,0,0,0,10054744,2212
County,Shasta County,2021,Annual,Federal Government,5,92113,Public Finance Activities,1,6,0,0,0,647244,2075
County,Sierra County,2021,Annual,Federal Government,4,9241,Administration of Environmental Programs,2,31,0,0,0,2426581,1489
County,Sierra County,2021,Annual,Federal Government,2,1028,Public Administration,3,31,0,0,0,2426581,1489
County,Sierra County,2021,Annual,Federal Government,1,102,Service-Providing,8,37,0,0,0,2669596,1384
County,Sierra County,2021,Annual,Private,6,236115,New Single-Family Housing Construction,3,8,0,0,0,437290,1051
County,Sierra County,2021,Annual,Private,3,238,Specialty Trade Contractors,6,17,0,0,0,891899,1009
County,Sierra County,2021,Annual,Private,4,2381,Building Foundation/Exterior Contractors,3,10,0,0,0,493832,1000
County,Sierra County,2021,Annual,Private,2,1012,Construction,11,27,0,0,0,1405162,992
County,Sierra County,2021,Annual,Private,3,236,Construction of Buildings,5,10,0,0,0,513263,963
County,Sierra County,2021,Annual,Local Government,2,61,Educational Services,7,97,0,0,0,4372161,865
County,Sierra County,2021,Annual,Total Covered,0,10,"Total, All Industries",139,554,0,0,0,24476087,849
County,Siskiyou County,2021,Annual,Federal Government,5,92615,Licensing/Regulating Commercial Sectors,1,21,0,0,0,5039700,4579
County,Siskiyou County,2021,Annual,Federal Government,4,9261,Administration of Economic Programs,4,34,0,0,0,5673442,3178
County,Siskiyou County,2021,Annual,Private,4,4233,Lumber and Supply Merchant Wholesalers,4,15,0,0,0,2009109,2562
County,Siskiyou County,2021,Annual,Private,2,22,Utilities,10,48,0,0,0,6042232,2408
County,Siskiyou County,2021,Annual,Federal Government,4,5222,Nondepository Credit Intermediation,1,1,0,0,0,122396,2173
County,Siskiyou County,2021,Annual,Federal Government,5,92411,"Air, Water and Waste Program Admin",2,4,0,0,0,401463,2155
County,Siskiyou County,2021,Annual,Private,6,541611,Administrative Management Consulting Svc,4,3,0,0,0,284622,1932
County,Siskiyou County,2021,Annual,Private,4,6211,Offices of Physicians,35,146,0,0,0,14518512,1919
County,Siskiyou County,2021,Annual,Private,3,517,Telecommunications,6,88,0,0,0,8465035,1853
County,Siskiyou County,2021,Annual,Private,6,238222,Nonresidential Plumbing/HVAC Contractors,3,43,0,0,0,3814610,1706
County,Solano County,2021,Annual,Private,6,522292,Real Estate Credit,25,127,0,0,0,28777945,4375
County,Solano County,2021,Annual,Private,5,23721,Land Subdivision,4,29,0,0,0,6414419,4303
County,Solano County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,19,123,0,0,0,23333572,3636
County,Solano County,2021,Annual,Private,4,5222,Nondepository Credit Intermediation,39,161,0,0,0,30426316,3627
County,Solano County,2021,Annual,Private,6,561439,Other Business Service Centers,8,64,0,0,0,11106573,3337
County,Solano County,2021,Annual,Federal Government,5,92812,International Affairs,1,1,0,0,0,162965,3134
County,Solano County,2021,Annual,Private,5,52392,Portfolio Management,7,21,0,0,0,3457194,3104
County,Solano County,2021,Annual,Federal Government,4,9221,"Justice, Public Order, and Safety Activi",1,8,0,0,0,1221432,2936
County,Solano County,2021,Annual,Private,5,23713,Power/Communication System Construction,12,1421,0,0,0,215930582,2923
County,Solano County,2021,Annual,Private,4,5223,Activities Rel to Credit Intermediation,33,176,0,0,0,25207088,2761
County,Sonoma County,2021,Annual,Private,6,334413,Semiconductor and Related Devices,8,382,0,0,0,431423345,21733
County,Sonoma County,2021,Annual,Private,5,33441,Semiconductor and Electronic Components,15,742,0,0,0,456416975,11827
County,Sonoma County,2021,Annual,Private,4,3329,Other Fabricated Metal Product Mfg,9,157,0,0,0,82260712,10055
County,Sonoma County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,10,48,0,0,0,15072192,6018
County,Sonoma County,2021,Annual,Private,3,334,Computer and Electronic Product Mfg,57,3055,0,0,0,843347937,5309
County,Sonoma County,2021,Annual,Private,6,523930,Investment Advice,83,238,0,0,0,57811507,4679
County,Sonoma County,2021,Annual,Private,3,336,Transportation Equipment Manufacturing,15,386,0,0,0,85652815,4267
County,Sonoma County,2021,Annual,Private,6,621512,Diagnostic Imaging Centers,4,34,0,0,0,7297217,4087
County,Sonoma County,2021,Annual,Private,4,5239,Other Financial Investment Activities,126,352,0,0,0,74505145,4076
County,Sonoma County,2021,Annual,Private,3,523,Financial Investment & Related Activity,210,620,0,0,0,129457077,4013
County,Stanislaus County,2021,Annual,Private,6,523120,Securities Brokerage,20,67,0,0,0,15295553,4418
County,Stanislaus County,2021,Annual,Private,6,621491,HMO Medical Centers,19,3015,0,0,0,454308061,2898
County,Stanislaus County,2021,Annual,Private,5,62149,Other Outpatient Care Centers,54,3706,0,0,0,504034583,2616
County,Stanislaus County,2021,Annual,Private,6,524127,Direct Title Insurance Carriers,6,77,0,0,0,10200807,2534
County,Stanislaus County,2021,Annual,Private,5,56221,Waste Treatment and Disposal,4,108,0,0,0,14084345,2506
County,Stanislaus County,2021,Annual,Private,6,522292,Real Estate Credit,39,302,0,0,0,39006951,2483
County,Stanislaus County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,25,106,0,0,0,13548122,2466
County,Stanislaus County,2021,Annual,Private,6,621111,"Offices of Physicians, ex. Mental Health",296,3307,0,0,0,411584132,2393
County,Stanislaus County,2021,Annual,Private,4,6211,Offices of Physicians,306,3332,0,0,0,413767325,2388
County,Stanislaus County,2021,Annual,Private,6,523920,Portfolio Management,9,28,0,0,0,3446886,2382
County,Sutter County,2021,Annual,Private,5,52231,Mortgage and Nonmortgage Loan Brokers,6,16,0,0,0,2346482,2911
County,Sutter County,2021,Annual,Private,5,62111,Offices of Physicians,62,520,0,0,0,78006298,2884
County,Sutter County,2021,Annual,Private,6,532412,Other Heavy Machinery Rental and Leasing,3,78,0,0,0,11361259,2786
County,Sutter County,2021,Annual,Private,6,522292,Real Estate Credit,6,26,0,0,0,3487740,2596
County,Sutter County,2021,Annual,Private,5,52229,Other Nondeposit Credit Intermediation,11,51,0,0,0,6461193,2421
County,Sutter County,2021,Annual,Private,4,8139,Professional and Similar Organizations,11,30,0,0,0,3264624,2104
County,Sutter County,2021,Annual,Private,4,2362,Nonresidential Building Construction,7,166,0,0,0,16312411,1890
County,Sutter County,2021,Annual,Private,5,54199,All Other Professional & Technical Svc,5,11,0,0,0,1087166,1858
County,Sutter County,2021,Annual,Private,3,532,Rental and Leasing Services,15,164,0,0,0,15043816,1769
County,Sutter County,2021,Annual,Private,5,81391,Business Associations,6,13,0,0,0,1173902,1737
County,Tehama County,2021,Annual,Private,5,23713,Power/Communication System Construction,3,206,0,0,0,38105107,3553
County,Tehama County,2021,Annual,Private,6,522292,Real Estate Credit,5,11,0,0,0,1996797,3518
County,Tehama County,2021,Annual,Private,4,2371,Utility System Construction,8,290,0,0,0,43797362,2900
County,Tehama County,2021,Annual,Private,3,237,Heavy and Civil Engineering Construction,13,310,0,0,0,44833069,2780
County,Tehama County,2021,Annual,Private,6,238912,Nonresidential Site Preparation Contrs,5,278,0,0,0,38286685,2646
County,Tehama County,2021,Annual,Private,5,23891,Site Preparation Contractors,10,283,0,0,0,38628280,2627
County,Tehama County,2021,Annual,Private,4,2389,Other Specialty Trade Contractors,16,297,0,0,0,39192921,2541
County,Tehama County,2021,Annual,Private,6,531190,Lessors of Other Real Estate Property,4,11,0,0,0,1294606,2352
County,Tehama County,2021,Annual,State Government,6,924110,"Air, Water and Waste Program Admin",5,61,0,0,0,7048390,2210
County,Tehama County,2021,Annual,Private,2,1012,Construction,124,1024,0,0,0,104573633,1964
County,Trinity County,2021,Annual,Local Government,3,221,Utilities,3,39,0,0,0,4271607,2115
County,Trinity County,2021,Annual,Private,5,54161,Management Consulting Services,5,23,0,0,0,2254443,1885
County,Trinity County,2021,Annual,Private,3,115,Agriculture & Forestry Support Activity,3,3,0,0,0,292778,1732
County,Trinity County,2021,Annual,Federal Government,2,1024,Professional and Business Services,1,10,0,0,0,839136,1655
County,Trinity County,2021,Annual,Private,4,5416,Management & Technical Consulting Svc,8,36,0,0,0,2902974,1569
County,Trinity County,2021,Annual,Private,3,484,Truck Transportation,4,5,0,0,0,438235,1556
County,Trinity County,2021,Annual,Federal Government,4,9241,Administration of Environmental Programs,4,173,0,0,0,13772065,1529
County,Trinity County,2021,Annual,Federal Government,2,1028,Public Administration,5,173,0,0,0,13772065,1529
County,Trinity County,2021,Annual,Federal Government,1,102,Service-Providing,16,204,0,0,0,15610195,1473
County,Trinity County,2021,Annual,Private,3,236,Construction of Buildings,14,28,0,0,0,2086747,1416
County,Tulare County,2021,Annual,Private,5,52311,Investment Banking & Securities Dealing,4,3,0,0,0,917443,5722
County,Tulare County,2021,Annual,Private,6,522292,Real Estate Credit,16,175,0,0,0,28596067,3144
County,Tulare County,2021,Annual,Private,6,523120,Securities Brokerage,15,55,0,0,0,8837134,3118
County,Tulare County,2021,Annual,Private,3,221,Utilities,31,682,0,0,0,98094095,2768
County,Tulare County,2021,Annual,Private,4,5222,Nondepository Credit Intermediation,37,304,0,0,0,39677613,2509
County,Tulare County,2021,Annual,Private,6,522298,All Other Nondeposit Credit Intermediatn,7,95,0,0,0,9504226,1934
County,Tulare County,2021,Annual,Private,4,4246,Chemical Merchant Wholesalers,5,49,0,0,0,4838916,1919
County,Tulare County,2021,Annual,Private,6,237990,Other Heavy Construction,4,12,0,0,0,1226180,1912
County,Tulare County,2021,Annual,Private,5,42471,Petroleum Bulk Stations and Terminals,4,43,0,0,0,4287190,1899
County,Tulare County,2021,Annual,Private,4,4247,Petroleum Merchant Wholesalers,11,167,0,0,0,15923313,1838
County,Tuolumne County,2021,Annual,Private,5,62111,Offices of Physicians,65,230,0,0,0,28465947,2385
County,Tuolumne County,2021,Annual,Federal Government,2,54,Professional and Technical Services,1,6,0,0,0,690143,2243
County,Tuolumne County,2021,Annual,Private,4,5415,Computer Systems Design and Rel Services,8,34,0,0,0,3520482,1972
County,Tuolumne County,2021,Annual,Federal Government,3,621,Ambulatory Health Care Services,1,23,0,0,0,2319682,1968
County,Tuolumne County,2021,Annual,Private,3,523,Financial Investment & Related Activity,12,23,0,0,0,2343635,1932
County,Tuolumne County,2021,Annual,Private,5,23891,Site Preparation Contractors,17,177,0,0,0,17403263,1892
County,Tuolumne County,2021,Annual,Private,6,237990,Other Heavy Construction,3,54,0,0,0,5164767,1848
County,Tuolumne County,2021,Annual,Private,4,2389,Other Specialty Trade Contractors,26,195,0,0,0,18134593,1789
County,Tuolumne County,2021,Annual,Private,4,3345,Electronic Instrument Manufacturing,4,39,0,0,0,3577909,1787
County,Tuolumne County,2021,Annual,Private,5,54161,Management Consulting Services,12,16,0,0,0,1471927,1733
United States,United States,2021,Annual,Private,5,52313,Commodity Contracts Dealing,1858,13885,0,0,0,4505221765,6240
